id,brand,name,attributes,url,old_price,price
11485031,Xiaomi,Mi RedmiBook 15 i3/8/512 (JYU4508EU),"['15.6"" (1920x1080) / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel Iris UHD Graphics / Bluetooth / Wi-Fi / Windows 11 Home / Без ОД / 1.8 кг']",https://allo.ua/ua/products/notebooks/mi-redmibook-15-i3-8-512-jyu4508eu.html,25999,21999
12290091,Asus,ASUS M3500QC-KJ125 (90NB0UT2-M00E40),"['15.6"" (1920x1080) Full HD / AMD Ryzen 5 5600H (3.3 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / Wi-Fi / Bluetooth / веб-камера / без ОС / 1.65 кг']",https://allo.ua/ua/products/notebooks/asus-m3500qc-kj125-90nb0ut2-m00e40.html,,41999
12052400,Apple,"Apple MacBook Pro 13"" M2 256GB (MNEP3) Silver","['13.3"" (2560x1600) IPS / Apple M2 / RAM 8 ГБ / SSD 256 ГБ / Apple M2 Graphics / Bluetooth, Wi-Fi / MacOS / Без ОД / 1.4 кг']",https://allo.ua/ua/products/notebooks/apple-macbook-pro-13-m2-256gb-mnep3-silver.html,60999,54999
12053198,Asus,ASUS K6500ZC-MA301 (90NB0XK1-M00JB0),"['15.6"" OLED (2880x1620) WQHD 120 Гц / Intel Core i5-12500H (3.3 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / Wi-Fi / Bluetooth / веб-камера / без ОС / 1.8 кг']",https://allo.ua/ua/products/notebooks/asus-k6500zc-ma301-90nb0xk1-m00jb0.html,55999,52999
9316689,Lenovo,Lenovo ThinkBook 14 (20VD0096RA),"['14"" (1920x1080) IPS / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / Wi-Fi , Bluetooth / Без ОС / Без дисковода / 1.4 кг']",https://allo.ua/ua/products/notebooks/lenovo-thinkbook-14-20vd0096ra.html,,27799
7816845,HP,Ноутбук HP 245 G8 (34N65ES),"['14"" (1920x1080) IPS / AMD Ryzen 5 3500U (2.1 - 3.7 ГГц) / RAM 16 ГБ / SSD 512 ГБ / AMD Radeon Graphics / Bluetooth , Wi-Fi / Windows 10 Professional / Без ОД / 1.47 кг']",https://allo.ua/ua/products/notebooks/hp-245-g8-34n65es.html,35199,33999
11803665,Acer,Acer Aspire 3 A317-52 (NX.HZWEU.003),"['17.3"" IPS (1920x1080) Full HD / Intel Core i3-1005G1 (1.2 - 3.4 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel UHD Graphics / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / без ОС / 2.8 кг']",https://allo.ua/ua/products/notebooks/acer-aspire-3-a317-52-nx-hzweu-003.html,,23599
12263461,Asus,ASUS K513EA-L13442 (90NB0SG2-M019M0),"['15.6"" (1920x1080) OLED / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel UHD Graphics / Bluetooth, Wi-Fi / Без ОС (freeDOS, Linux) / Без ОД / 1.8 кг']",https://allo.ua/ua/products/notebooks/asus-k513ea-l13442-90nb0sg2-m019m0.html,28999,27999
9599170,Asus,ASUS Zephyrus G14 GA401QM-HZ337T (90NR05S6-M08650),"['14"" IPS (1920x1080) / AMD Ryzen 9 5900HS (3.1 - 4.5 ГГц) / RAM 16 ГБ / SSD 1 ТБ / nVidia GeForce RTX 3060 / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / Windows 10 Home / 1.7 кг']",https://allo.ua/ua/products/notebooks/asus-zephyrus-g14-ga401qm-hz337t-90nr05s6-m08650.html,87599,79999
9719480,Acer,Acer Predator Helios 300 PH315-54 (NH.QC2EU.00F),"['15.6"" (1920x1080) IPS / Intel Core i7-11800H (2.3 - 4.6 ГГц) / RAM 16 ГБ / SSD 1 ТБ / nVidia GeForce RTX 3060 / Wi-Fi, Bluetooth / UEFI Shell / Без дисковода / 2.3 кг']",https://allo.ua/ua/products/notebooks/acer-predator-helios-300-ph315-54-nh-qc2eu-00f.html,77899,69999
12209257,Xiaomi,Xiaomi Pro 15 OLED R5/16G/512G (JYU4331CN),"['15.6"" OLED (3456х2160) / AMD Ryzen 5 5600H (3.3 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 10 Home 64bit / 1.8 кг']",https://allo.ua/ua/products/notebooks/xiaomi-pro-15-oled-r5-16g-512g-jyu4331cn.html,,35999
12289495,Lenovo,Lenovo IdeaPad 3 15ALC6 (82KU01YWRA),"['15.6"" TN (1920x1080) Full HD / AMD Ryzen 3 5300U (2.6 - 3.8 ГГц) / RAM 8 ГБ / SSD 256 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 11 Home / 1.65 кг']",https://allo.ua/ua/products/notebooks/lenovo-ideapad-3-15alc6-82ku01ywra.html,,24999
11870034,Lenovo,Lenovo Legion5 15IMH6 (82NL00B9RA),"['15.6"" IPS (1920x1080) Full HD 120 Гц / Intel Core i5-10500H (2.5 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / NVIDIA GeForce RTX 3050 Ti, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / без ОС / 2.3 кг']",https://allo.ua/ua/products/notebooks/lenovo-legion5-15imh6-82nl00b9ra.html,,47599
9370165,Xiaomi,Xiaomi RedmiBookPro 14 i5/16/512/2.5К (JYU4379CN),"['14"" (2560x1600) IPS / Intel Core i5-11320H (3.2 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / Intel Iris Graphics / Bluetooth , Wi-Fi / Windows 10 Home / Без ОД / 1.46 кг']",https://allo.ua/ua/products/notebooks/xiaomi-redmibookpro-14-i5-16-512-2-5k-jyu4379cn.html,,33999
12285979,Asus,ASUS K513EA-L12041 (90NB0SG3-M00NU0),"['15.6"" (1920x1080) OLED / Intel Core i5-1135G7 (2.4 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / Intel Iris Xe Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / без ОС / 1.8 кг']",https://allo.ua/ua/products/notebooks/asus-k513ea-l12041-90nb0sg3-m00nu0.html,,34999
12248115,Asus,ASUS K513EA-L13441 (90NB0SG1-M019L0),"['15.6"" (1920x1080) OLED / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel UHD Graphics / Bluetooth, Wi-Fi / Без ОС (freeDOS, Linux) / Без ОД / 1.8 кг']",https://allo.ua/ua/products/notebooks/asus-k513ea-l13441-90nb0sg1-m019l0.html,28999,27999
12036120,Apple,Apple MacBook Pro 13 M2 256GB (MNEH3) Space Grey,"['13.3"" (2560x1600) Liquid Retina / Apple M2 / RAM 8 ГБ / SSD 256 ГБ / Apple M2 Graphics / Bluetooth, Wi-Fi / MacOS / Без ОД / 1.4 кг']",https://allo.ua/ua/products/notebooks/apple-macbook-pro-13-m2-256gb-mneh3-space-grey.html,60999,54999
8890666,Apple,"Ноутбук Apple MacBook Pro 14"" M1 Pro 512Gb MKGP3 Space Grey","['14.2"" 3024х1964 / Apple M1 Pro / RAM 16 ГБ / SSD 512 ГБ / Bluetooth, Wi-Fi / Mac OS / 1.61 кг']",https://allo.ua/ua/products/notebooks/noutbuk-apple-macbook-pro-14-512gb-space-gray.html,96999,88999
8891053,Apple,"Ноутбук Apple MacBook Pro 16"" M1 Pro 512Gb MK183 Space Grey","['16.2"" 3456x2234 / Apple M1 Pro / RAM 16 ГБ / SSD 512 ГБ / Bluetooth, Wi-Fi / Mac OS / 2.15 кг']",https://allo.ua/ua/products/notebooks/noutbuk-apple-macbook-pro-16-512gb-space-gray.html,124999,114999
9316659,Gigabyte,Gigabyte G5 (G5_KC-5RU1130SB),"['15.6"" (1920x1080) IPS-level / Intel Core i5-10500H (2.5 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3060 Max-Q / Wi-Fi , Bluetooth / Без ОС / Без дисковода / 2.1 кг']",https://allo.ua/ua/products/notebooks/gigabyte-g5-g5_kc-5ru1130sb.html,61999,49999
12263459,Asus,ASUS K513EA-L13440 (90NB0SG3-M019K0),"['15.6"" (1920x1080) OLED / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel UHD Graphics / Bluetooth, Wi-Fi / Без ОС (freeDOS, Linux) / Без ОД / 1.8 кг']",https://allo.ua/ua/products/notebooks/asus-k513ea-l13440-90nb0sg3-m019k0.html,28999,27999
6874968,,Ноутбук HP Spectre x360 14-ea0000ur (2M0P1EA),"['13.5"" (1920x1080) IPS / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / Wi-Fi / Bluetooth / Windows 10 Home / 1.34 кг']",https://allo.ua/ua/products/notebooks/hp-spectre-x360-14-ea0000ur-2m0p1ea.html,39999,29999
8170411,Acer,Ноутбук Acer TravelMate P6 TMP614-51-G2 (NX.VMPEU.00B),"['14"" (1920x1080) IPS / Intel Core i5-10210U (1.6 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / Intel UHD Graphics / Wi-Fi , Bluetooth / Windows 10 Pro 64-bit / Без ОД / 1.1 кг']",https://allo.ua/ua/products/notebooks/noutbuk-acer-travelmate-p6-tmp614-51-g2-nx-vmpeu-00b.html,49999,39999
1067450,Lenovo,Ноутбук Lenovo ThinkPad X1 Yoga (20QF001XRT),"['14"" (2560x1440) IPS / Intel Core i5-8265U (1.6 - 3.9 ГГц) / RAM 16 ГБ / SSD 256 ГБ / Intel UHD Graphics 620 / Без ОД / Wi-Fi / Bluetooth , 3G , LTE / Веб-камера / Windows 10 Pro / 1.36 кг']",https://allo.ua/ua/products/notebooks/lenovo-thinkpad-x1-yoga-20qf001xrt.html,88899,59999
5482798,Lenovo,Ноутбук Lenovo Legion 5 15IMH05 (82AU00JMRA),"['15.6"" IPS (1920x1080) Full HD 120 Гц / Intel Core i5-10300H (2.5 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce GTX 1650 Ti, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / Без ОС / 2.3 кг']",https://allo.ua/ua/products/notebooks/lenovo-legion-5-15imh05-82au00jmra.html,,40999
12053087,Asus,ASUS FX506HC-HN004 (90NR0724-M00NU0),"['15.6"" IPS (1920x1080) Full HD 144 Гц / Intel Core i5-11400H (2.7 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / без ОС / 2.3 кг']",https://allo.ua/ua/products/notebooks/asus-fx506hc-hn004-90nr0724-m00nu0.html,45999,42999
7467192,Lenovo,Ноутбук Lenovo ThinkBook 15 G2 ITL (20VE0007RA),"['15.6"" (1920x1080) IPS / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / Wi-Fi , Bluetooth / Windows 10 Pro / Без ОД / 1,8 кг']",https://allo.ua/ua/products/notebooks/lenovo-thinkbook-15-g2-itl-20ve0007ra.html,,29399
11863100,Asus,ASUS G513IC-HN004 (90NR0502-M003L0),"['15.6"" IPS (1920x1080) Full HD 144 Гц / AMD Ryzen 7 4800H (2.9 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / без ОС / 2.1 кг']",https://allo.ua/ua/products/notebooks/asus-g513ic-hn004-90nr0502-m003l0.html,,45999
11194128,Lenovo,Lenovo IdeaPad 3 15ITL6 (82H800ULRA),"['15.6"" TN (1920x1080) Full HD / Intel Core i3-1115G4 (4.1 ГГц) / RAM 8 ГБ / SSD 128 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / без ОС / 1.65 кг']",https://allo.ua/ua/products/notebooks/lenovo-ideapad-3-15itl6-82h800ulra.html,21999,19999
10185804,Lenovo,Lenovo IdeaPad 5 14ITL05 (82FE0174RA),"['14"" (1920x1080) IPS / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel UHD Graphics / Wi-Fi , Bluetooth / Без ОС / Без дисковода / 1.39 кг']",https://allo.ua/ua/products/notebooks/lenovo-ideapad-5-14itl05-82fe0174ra.html,,26499
11863097,Asus,ASUS TP1401KA-BZ066 (90NB0W43-M001W0),"['14"" (1366x768) WXGA, Multi-touch / Intel Celeron N4500 (1.1 - 2.8 ГГц) / RAM 4 ГБ / SSD 256 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / без ОС / 1.45 кг']",https://allo.ua/ua/products/notebooks/asus-tp1401ka-bz066-90nb0w43-m001w0.html,19999,16999
7229222,Acer,Ноутбук Acer Swift 1 SF114-34 (NX.A77EU.00E),"['14"" (1920x1080) IPS / Intel Pentium Silver N6000 (1.1 - 3.3 ГГц) / RAM4 ГБ / SSD 128 ГБ / Intel UHD Graphics / Bluetooth , Wi-Fi / Без ОС (freeDOS, Linux) / Без ОД / 1,3 кг']",https://allo.ua/ua/products/notebooks/acer-swift-1-sf114-34-nx-a77eu-00e.html,,19999
8170415,Asus,Ноутбук Asus PRO BR1100CKA-GJ0379 (90NX03B1-M05150),"['11.6"" (1366x768) TN+film / Intel Pentium Silver N6000 (1.1 - 3.3 ГГц) / RAM 8 ГБ / eMMC 128 ГБ / Intel UHD Graphics / Wi-Fi , Bluetooth / без ОС / Без ОД / 1.26 кг']",https://allo.ua/ua/products/notebooks/noutbuk-asus-pro-br1100cka-gj0379-90nx03b1-m05150.html,,17242
12061826,Apple,"Apple MacBook Air 13"" M2 256GB (MLXY3) Silver","['13.6"" (2560x1664) IPS / Apple M2 / RAM 8 ГБ / SSD 256 ГБ / Apple M2 Graphics / Bluetooth, Wi-Fi / MacOS / Без ОД / 1.24 кг']",https://allo.ua/ua/products/notebooks/apple-macbook-air-13-m2-256gb-mlxy3-silver.html,60999,54999
11869960,Lenovo,Lenovo Legion5 15IMH6 (82NL00B8RA),"['15.6"" IPS (1920x1080) Full HD 120 Гц / Intel Core i5-10500H (2.5 - 4.5 ГГц) / RAM 8 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / без ОС / 2.3 кг']",https://allo.ua/ua/products/notebooks/lenovo-legion5-15imh6-82nl00b8ra.html,,41999
10569784,Lenovo,Lenovo V14 (82KA003YRA),"['14"" (1920x1080) TN+film / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel Iris Xe Graphics / Wi-Fi , Bluetooth / DOS / Без дисковода / 1.6 кг']",https://allo.ua/ua/products/notebooks/lenovo-v14-82ka003yra.html,,25399
9435566,Lenovo,Lenovo Yoga Slim7 14ITL05 (82A300KNRA),"['14"" IPS (1920x1080) Full HD / Intel Core i5-1135G7 (4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / без ОС / 1.36 кг ']",https://allo.ua/ua/products/notebooks/lenovo-yoga-slim7-14itl05-82a300knra.html,38699,30999
8375918,Lenovo,Ноутбук Lenovo V14 (82KA001DRA),"['14"" (1920x1080) TN+film / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel UHD Graphics / Bluetooth , Wi-Fi / Windows 10 Pro / Без дисковода / 1.6 кг']",https://allo.ua/ua/products/notebooks/noutbuk-lenovo-v14-82ka001dra.html,,24999
8375921,Lenovo,Ноутбук Lenovo V14 (82KA001QRA),"['14"" (1920x1080) TN+film / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / Bluetooth , Wi-Fi / Windows 10 Pro / Без дисковода / 1.6 кг']",https://allo.ua/ua/products/notebooks/noutbuk-lenovo-v14-82ka001qra.html,32999,29999
10569792,MSI,MSI GF63 (GF6311SC-246XUA),"['15.6"" (1920x1080) IPS / Intel Core i5-11400H (2.7 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce GTX 1650 Max-Q / Wi-Fi , Bluetooth / DOS / Без дисковода / 1.86 кг']",https://allo.ua/ua/products/notebooks/msi-gf63-gf6311sc-246xua.html,,39499
10562726,Lenovo,LENOVO IP 5 14ITL05 (82FE017CRA),"['14"" (1920x1080) IPS / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 512 ГБ / nVidia GeForce MX450 / Wi-Fi, Bluetooth / DOS / Без дисковода / 1.39 кг']",https://allo.ua/ua/products/notebooks/lenovo-ip-5-14itl05-82fe017cra.html,,32999
10185736,Asus,ASUS ZenBook UX5400EG-KN183 (90NB0T83-M03910),"['14"" (2880x1800) OLED / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce MX450 / Wi-Fi , Bluetooth / DOS / Без дисковода / 1.4 кг']",https://allo.ua/ua/products/notebooks/asus-zenbook-ux5400eg-kn183-90nb0t83-m03910.html,53199,48999
12247997,Asus,ROG G713IC-HX010 (90NR05M2-M002K0),"['17.3"" (1920x1080) IPS / AMD Ryzen 7 4800H (2.9 - 4.2 ГГц) / RAM 8 ГБ / SSD 512 ГБ / NVIDIA GeForce RTX 3050 / Bluetooth, Wi-Fi / Без ОС (freeDOS, Linux) / Без ОД / 2.4 кг']",https://allo.ua/ua/products/notebooks/rog-g713ic-hx010-90nr05m2-m002k0.html,,44999
10185805,Lenovo,Lenovo IdeaPad 5 14ITL05 (82FE0175RA),"['14"" (1920x1080) IPS / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / Wi-Fi , Bluetooth / Без ОС / Без дисковода / 1.39 кг']",https://allo.ua/ua/products/notebooks/lenovo-ideapad-5-14itl05-82fe0175ra.html,,28999
8375877,Lenovo,Ноутбук Lenovo ThinkBook 15 (20VE009BRA),"['15.6"" (1920x1080) IPS / Intel Core i5-1135G7 (2.4-4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel Iris Xe Graphics / Bluetooth , Wi-Fi / Windows 10 Pro / Без дисковода / 1.7 кг']",https://allo.ua/ua/products/notebooks/noutbuk-lenovo-thinkbook-15-20ve009bra.html,,33999
11530922,Acer,Acer Nitro 5 AN515-46 (NH.QGXEU.005),"['15.6"" FullHD (1920x1080) IPS LED 144Hz / AMD Ryzen 5 6600H (3.3 ГГц)  / SSD 512 ГБ / NVIDIA GeForce RTX 3050  / LAN / Wi-Fi / BT / веб-камера / Без ОС / 2 кг']",https://allo.ua/ua/products/notebooks/acer-nitro-5-an515-46-nh-qgxeu-005.html,56999,51999
12219787,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 (82K200XMRA),"['15.6"" IPS (1920x1080) Full HD 120 Гц / AMD Ryzen 5 5600H (3.3 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / без ОС / 2.25 кг ']",https://allo.ua/ua/products/notebooks/lenovo-ideapad-gaming-3-15ach6-82k200tera_2.html,,37999
8170480,Lenovo,Ноутбук Lenovo ThinkPad X1 Extreme 3 (20TK002SRA),"['15.6"" (3840x2160) OLED / Intel Core i7-10750H (2.6 - 5 ГГц) / RAM 32 ГБ / SSD 1 ТБ / nVidia GeForce GTX 1650 Ti Max-Q / Wi-Fi , Bluetooth / Windows 10 Pro 64-bit / Без ОД / 1.81 кг']",https://allo.ua/ua/products/notebooks/noutbuk-lenovo-thinkpad-x1-extreme-3-20tk002sra.html,,171228
11185230,MSI,MSI GF63 (GF6311SC-288XUA),"['15.6"" (1920x1080) / Intel Core i5 11400H (2.7 - 4.5 ГГц) / RAM 8 ГБ / SSD 256 ГБ / NVIDIA GeForce GTX 1650 Max-Q, 4 ГБ / Bluetooth, Wi-Fi / Без ОС / 1.86 кг']",https://allo.ua/ua/products/notebooks/msi-gf63-gf6311sc-288xua.html,,35999
5809148,Lenovo,Ноутбук Lenovo V17 (82GX007SRA),"[""17,3'' (1920x1080) Full HD / Intel Core i5-1035G1 (1.0 - 3.6 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel UHD Graphics / Bluetooth , Wi-Fi / Без ОС / Без ОД / 2,2 кг""]",https://allo.ua/ua/products/notebooks/lenovo-v17-82gx007sra.html,,28999
10569781,Lenovo,Lenovo ThinkPad E15 (20TD0001RA),"['15.6"" (1920x1080) IPS / Intel Core i3-1115G4 (1.7 - 4.1 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel UHD Graphics / Wi-Fi , Bluetooth / Windows 10 Pro / Без дисковода / 1.7 кг']",https://allo.ua/ua/products/notebooks/lenovo-thinkpad-e15-20td0001ra.html,,30932
